date,daily_return,close,nav,volume
2023-08-29,1.4959901295496625,32905,32983.81,309358
2023-08-30,1.7778453122625715,33490,33603.68,357473
2023-08-31,0.8808599581964671,33785,33871.18,489576
2023-09-01,2.145922746781115,34510,34654.53,677559
2023-09-04,-0.3622138510576689,34385,34472.93,322287
2023-09-05,0.029082448742179245,34395,34401.31,245460
2023-09-06,-1.4973106556185445,33880,33933.38,311706
2023-09-07,0.014757969303413887,33885,33986.99,558218
2023-09-08,-2.759333038217504,32950,33039.08,472810
2023-09-11,-1.062215477996964,32600,32695.07,251973
2023-09-12,0.4601226993865115,32750,32738.39,207197
2023-09-13,-0.6412213740457973,32540,32577.64,335920
2023-09-14,3.28826060233558,33610,33646.96,465019
2023-09-15,-0.04462957453138516,33595,33640.57,298843
2023-09-18,-3.155231433248995,32535,32544.0,361159
2023-09-19,-1.045028430920547,32195,32226.56,338142
2023-09-20,-0.7765180928715587,31945,32025.43,250364
2023-09-21,-2.504304272969171,31145,31163.46,519494
2023-09-22,0.9792904157970739,31450,31382.83,380923
2023-09-25,-0.3497615262321174,31340,31366.08,201109
2023-09-26,-1.3241863433312018,30925,30998.57,241329
2023-09-27,0.8730800323363042,31195,31176.99,521765
2023-10-04,-1.1700593043757035,30830,30908.5,292506
2023-10-05,0.8757703535517303,31100,31130.57,318378
2023-10-06,0.6913183279742663,31315,31322.66,170348
2023-10-10,-1.5008781733993337,30845,30909.99,284622
2023-10-11,2.609823310098891,31650,31644.03,300800
2023-10-12,2.4486571879936747,32425,32512.58,271593
2023-10-13,0.0,32425,32502.29,313162
2023-10-16,-1.264456437933692,32015,32099.42,276030
2023-10-17,3.232859597063875,33050,33121.76,468600
2023-10-18,-0.16641452344932084,32995,33030.99,275541
2023-10-19,-2.970146991968481,32015,31958.07,386709
2023-10-20,-1.3587380915195957,31580,31667.36,415528
2023-10-23,-1.0766307789740304,31240,31249.38,216030
2023-10-24,2.976952624839946,32170,32216.75,380170
2023-10-25,0.24867889337891746,32250,32248.69,325339
2023-10-26,-3.875968992248058,31000,30982.54,548283
2023-10-27,-0.9677419354838679,30700,30752.54,628908
2023-10-30,-0.01628664495113563,30695,30670.74,233866
2023-10-31,-3.5021990552207227,29620,29605.11,935737
2023-11-01,2.025658338960157,30220,30270.46,393903
2023-11-02,5.857048312375901,31990,32018.29,640215
2023-11-03,0.18755861206627422,32050,32124.14,567848
2023-11-06,4.305772230889238,33430,33577.98,1328056
2023-11-07,0.0,33430,33488.91,1386497
2023-11-08,-1.286269817529162,33000,33055.35,625224
2023-11-09,0.42424242424241587,33140,33119.77,326222
2023-11-10,1.0863005431502648,33500,33534.75,466848
2023-11-13,-1.7313432835820874,32920,32946.57,540098
2023-11-14,0.7442284325637871,33165,33165.3,324591
2023-11-15,2.2915724408261617,33925,34035.17,773839
2023-11-16,0.7221812822402418,34170,34241.44,410383
2023-11-17,-0.27802165642376586,34075,34108.13,670327
2023-11-20,0.48422597212032237,34240,34285.21,299014
2023-11-21,-0.10221962616822067,34205,34283.68,478159
2023-11-22,0.42391463236368665,34350,34415.7,996379
2023-11-23,-1.644832605531299,33785,33810.05,319392
2023-11-24,-0.23679147550688118,33705,33743.61,253062
2023-11-27,1.4686248331108098,34200,34279.78,337186
2023-11-28,1.257309941520468,34630,34714.76,423314
2023-11-29,-0.2743286168062409,34535,34515.05,965953
2023-11-30,1.3464601129289155,35000,35206.88,1136296
2023-12-01,-0.5714285714285672,34800,34790.62,999168
2023-12-04,-1.4367816091954033,34300,34337.38,320522
2023-12-05,-3.177842565597666,33210,33239.74,1103064
2023-12-06,1.114122252333627,33580,33577.29,1079486
2023-12-07,-0.5360333531864159,33400,33399.68,239971
2023-12-08,1.931137724550891,34045,34030.7,451144
2023-12-11,0.33778822147159104,34160,34224.15,219318
2023-12-12,1.6393442622950838,34720,34756.32,534352
2023-12-13,0.0,34720,34729.26,546353
2023-12-14,1.7137096774193505,35315,35393.41,1253770
2023-12-15,-0.5663315871442753,35115,35236.61,551920
2023-12-18,0.7261853908586025,35370,35462.61,352767
2023-12-19,-0.08481764206954567,35340,35335.35,251103
2023-12-20,0.6225240520656428,35560,35603.61,277177
2023-12-21,0.0,35560,35640.3,391303
2023-12-22,0.3093363329583765,35670,35683.14,456095
2023-12-26,-0.07008690776563187,35645,35670.55,376199
2023-12-27,1.5991022583812686,36215,36319.94,644231
2023-12-28,0.16567720557780774,36275,36320.89,367792
2024-01-02,1.5575465196416172,36840,36959.94,902334
2024-01-03,-2.5108577633007556,35915,36008.88,760192
2024-01-04,-0.27843519420854834,35815,35833.25,448293
2024-01-05,-0.16752757224626214,35755,35774.75,484030
2024-01-08,-0.19577681443154749,35685,35647.81,477466
2024-01-09,-0.30825276726915707,35575,35601.65,755447
2024-01-10,-1.4195361911454651,35070,35031.72,518175
2024-01-11,0.5702879954377016,35270,35226.88,453639
2024-01-12,-1.587751630280687,34710,34730.01,466343
2024-01-15,-0.8066839527513636,34430,34519.85,342362
2024-01-16,-1.408655242521062,33945,33917.21,544059
2024-01-17,-0.8543231698335596,33655,33609.32,543490
2024-01-18,2.377061357896304,34455,34402.76,387362
2024-01-19,3.42475692932811,35635,35733.25,715284
2024-01-22,2.1467658201206774,36400,36416.96,834403
2024-01-23,-0.4670329670329654,36230,36274.13,366844
2024-01-24,-0.19321004692244292,36160,36264.76,387608
2024-01-25,-0.48396017699114946,35985,36001.53,530920
2024-01-26,-1.5284146172016122,35435,35448.9,374153
2024-01-29,-0.719627486947938,35180,35162.37,384509
2024-01-30,-0.21318931210915215,35105,35152.35,442887
2024-01-31,-2.3643355647343656,34275,34270.68,319808
2024-02-01,-1.3712618526622866,33805,33829.68,544276
2024-02-02,2.3665138293151866,34605,34611.33,565264
2024-02-05,-1.936136396474497,33935,33917.01,381988
2024-02-06,1.8712243995874456,34570,34606.78,521153
2024-02-07,-0.8099508244142295,34290,34274.15,337126
2024-02-08,3.062117235345574,35340,35446.77,671276
2024-02-13,3.6785512167515577,36640,36782.14,1379861
2024-02-14,0.21834061135370675,36720,36784.1,595027
2024-02-15,-0.4221132897603508,36565,36635.31,653446
2024-02-16,-1.2853821960891576,36095,36174.69,453341
2024-02-19,0.4432746917855557,36255,36328.55,399409
2024-02-20,-0.06895600606813268,36230,36289.69,326752
2024-02-21,-0.16560861164780505,36170,36150.88,404055
2024-02-22,2.322366602156478,37010,37117.17,777315
2024-02-23,-0.040529586598214706,36995,37086.61,1752658
2024-02-26,-0.05406135964319825,36975,37010.88,707134
2024-02-27,-1.4198782961460488,36450,36443.71,513926
2024-02-28,2.3456790123456805,37305,37389.34,1199010
2024-02-29,-0.6031363088057851,37080,37213.22,461109
2024-03-04,4.328478964401294,38685,38861.45,1395686
2024-03-05,-0.7367196587824698,38400,38486.09,475024
2024-03-06,0.5208333333333259,38600,38687.2,418471
2024-03-07,-0.6865284974093222,38335,38428.65,505008
2024-03-08,1.9825224990217771,39095,39189.98,885025
2024-03-11,-1.419618877094253,38540,38581.29,676082
2024-03-12,0.8822003113648114,38880,38939.61,311144
2024-03-13,-0.38580246913579863,38730,38788.71,525016
2024-03-14,-1.2393493415956636,38250,38289.82,354448
2024-03-15,-0.4313725490196041,38085,38042.33,282199
2024-03-18,1.1421819614021222,38520,38542.83,234671
2024-03-19,-1.3629283489096533,37995,37986.37,329576
2024-03-20,1.0001315962626656,38375,38496.62,483298
2024-03-21,3.4527687296416865,39700,39811.41,1024274
2024-03-22,-0.5793450881612094,39470,39486.8,568641
2024-03-25,-0.3800354699772024,39320,39309.65,377141
2024-03-26,2.2126144455747676,40190,40254.08,811113
2024-03-27,1.7044040806170724,40875,40964.22,751389
2024-03-28,2.2996941896024525,41815,41864.69,1849781
2024-03-29,1.3990194906134068,42400,42545.27,789784
2024-04-01,1.0495283018867818,42845,42912.81,1043540
2024-04-02,1.2953670206558465,43400,43398.4,793191
2024-04-03,-2.1543778801843327,42465,42537.65,3138749
2024-04-04,2.7198869657364844,43620,43646.96,742803
2024-04-05,-1.5589179275561693,42940,43034.28,750569
2024-04-08,-1.75826734979041,42185,42160.82,452673
2024-04-09,0.17778831338153278,42260,42229.59,354427
2024-04-11,1.6090866067203002,42940,43047.45,428548
2024-04-12,0.628784350256173,43210,43246.01,455904
2024-04-15,0.10414255959267926,43255,43254.78,387780
2024-04-16,-3.8723846954109353,41580,41613.91,751125
2024-04-17,-0.16835016835017313,41510,41565.68,648124
2024-04-18,2.1440616718862993,42400,42364.84,541191
2024-04-19,-3.632075471698115,40860,40829.68,1474784
2024-04-22,-2.6676456191874642,39770,39738.03,1069018
2024-04-23,-0.7794820216243448,39460,39466.92,527764
2024-04-24,4.409528636594029,41200,41223.0,636548
2024-04-25,-2.597087378640772,40130,40099.57,308537
2024-04-26,1.7194119112883044,40820,40799.29,374592
2024-04-29,0.03674669279765119,40835,40910.94,319650
2024-04-30,-0.5754867148279663,40600,40610.37,412552
2024-05-02,0.2955665024630516,40720,40690.2,222086
2024-05-03,-0.5525540275049146,40495,40497.43,234617
2024-05-07,3.3090505000617387,41835,41921.16,470336
2024-05-08,0.38245488227559576,41995,42011.91,264706
2024-05-09,-1.2858673651625185,41455,41411.71,476195
2024-05-10,-1.3388011096369556,40900,40901.07,381165
2024-05-13,0.07334963325182908,40930,41002.37,175073
2024-05-14,0.6107989249938939,41180,41214.57,179177
2024-05-16,1.748421563865965,41900,41963.7,444624
2024-05-17,-1.3126491646778038,41350,41335.5,246007
2024-05-20,0.41112454655380937,41520,41594.43,287822
2024-05-21,0.6141618497109924,41775,41686.43,351091
2024-05-22,0.7181328545780907,42075,42160.84,304484
2024-05-23,0.5941770647653,42325,42311.13,467314
2024-05-24,-2.2799763733018286,41360,41438.61,558698
2024-05-27,1.8858800773694284,42140,42247.13,571475
2024-05-28,1.661129568106312,42840,42930.82,502832
2024-05-29,-0.7819794584500439,42505,42606.15,508217
2024-05-30,-1.7292083284319526,41770,41772.1,283673
2024-05-31,-1.4843188891549008,41150,41133.69,361425
2024-06-03,0.3402187120291611,41290,41313.85,383025
2024-06-04,-0.6175829498667906,41035,41055.2,204434
2024-06-05,1.3646886803947877,41595,41614.98,365792
2024-06-07,2.3320110590215215,42565,42671.94,585609
2024-06-10,-0.04698696111828937,42545,42601.42,370715
2024-06-11,-0.09401809848396114,42505,42556.37,274251
2024-06-12,2.0232913774850037,43365,43516.5,593858
2024-06-13,1.9255159690995116,44200,44371.62,1501976
2024-06-14,-0.41855203619909354,44015,43986.97,479224
2024-06-17,-0.07951834601840346,43980,44050.29,361159
2024-06-18,2.0691223283310523,44890,44995.71,488654
2024-06-19,0.15593673423925924,44960,45062.4,641142
2024-06-20,0.8229537366547968,45330,45439.36,666716
2024-06-21,-1.7317449812486174,44545,44710.71,566580
2024-06-24,-1.8969581322258344,43700,43774.13,452210
2024-06-25,-0.08009153318078166,43665,43705.97,591938
2024-06-26,2.4848276651780576,44750,44794.62,515616
2024-06-27,-0.6927374301676004,44440,44530.66,316673
2024-06-28,0.6188118811881083,44715,44773.92,227506
2024-07-01,-0.15654702001565157,44645,44661.97,194700
2024-07-02,-1.556725277186699,43950,43971.01,310595
2024-07-03,-0.3868031854380005,43780,43870.11,563323
2024-07-04,1.005025125628145,44220,44308.21,321541
2024-07-05,1.243781094527363,44770,44802.99,537288
2024-07-08,0.022336385972754336,44780,44802.5,240094
2024-07-09,1.0607414024117912,45255,45381.49,346720
2024-07-10,-0.5634736493205117,45000,45100.84,328735
2024-07-11,0.4444444444444473,45200,45328.3,536512
2024-07-12,-2.2566371681415953,44180,44246.13,766962
2024-07-15,0.30556813037574404,44315,44294.29,312455
2024-07-16,1.3200947760352078,44900,44889.87,374180
2024-07-17,-4.276169265033403,42980,43002.08,675972
2024-07-18,-1.768264308980927,42220,42282.13,1139013
2024-07-19,-1.077688299384183,41765,41769.44,359091
2024-07-22,-3.1006823895606384,40470,40502.53,633019
2024-07-23,-0.32122559920929605,40340,40465.38,643350
2024-07-24,0.08676251859196515,40375,40461.12,363487
2024-07-25,-4.866873065015476,38410,38456.94,601874
2024-07-26,0.6899244988284314,38675,38657.18,424975
2024-07-29,0.41370394311570635,38835,38925.21,203492
2024-07-30,-2.536371829535211,37850,37944.78,663436
2024-07-31,3.302509907529716,39100,39172.41,407035
2024-08-01,-0.3069053708439906,38980,39004.53,505210
2024-08-02,-7.798871216008207,35940,36017.68,903283
2024-08-05,-11.38007790762382,31850,31873.23,1027910
2024-08-06,4.740973312401886,33360,33396.68,1117390
2024-08-07,2.0233812949640217,34035,34110.77,413882
2024-08-08,-1.4690759512266838,33535,33524.94,457694
2024-08-09,2.8775905770090926,34500,34581.56,441712
2024-08-12,2.5797101449275273,35390,35428.08,327062
2024-08-13,0.7911839502684481,35670,35711.39,301288
2024-08-14,2.635267731987656,36610,36706.96,449237
2024-08-16,4.479650368751709,38250,38330.46,517023
2024-08-19,-2.431372549019606,37320,37412.5,396480
2024-08-20,1.835476956055726,38005,38075.84,477075
2024-08-21,-1.4077095119063299,37470,37522.9,651597
2024-08-22,-1.4411529223378738,36930,37029.92,244991
2024-08-23,-1.3539128080151674,36430,36449.6,378454
2024-08-26,-2.38814164150426,35560,35546.71,304066
2024-08-27,-1.26546681664792,35110,35106.72,314767
2024-08-28,2.2785531187695884,35910,35983.6,304419
2024-08-29,-4.344193817878028,34350,34416.23,711780
2024-08-30,1.7030567685589526,34935,34936.1,335764
2024-09-02,-1.0304851867754428,34575,34574.32,303426
2024-09-03,-2.386117136659438,33750,33741.63,235890
2024-09-04,-6.059259259259264,31705,31759.83,674278
2024-09-05,-0.1892445986437452,31645,31683.48,621490
2024-09-06,-2.085637541475749,30985,31057.42,500357
2024-09-09,0.16136840406648645,31035,31115.8,386711
2024-09-10,-1.3371999355566322,30620,30643.44,256117
2024-09-11,-0.47354670150228095,30475,30573.76,223300
2024-09-12,5.397867104183751,32120,32063.61,437426
2024-09-13,-2.490660024906599,31320,31378.57,367807
2024-09-19,-2.314814814814814,30595,30590.0,842398
2024-09-20,0.8171269815329341,30845,30844.53,537912
2024-09-23,1.6210082671421544,31345,31417.94,382188
2024-09-24,2.1375019939384288,32015,32032.17,288430
2024-09-25,-0.0468530376386056,32000,31996.84,767020
2024-09-26,5.624999999999991,33800,33828.46,945365
2024-09-27,-0.5029585798816516,33630,33670.66,446541
2024-09-30,-2.7802557240559023,32695,32648.35,348739
2024-10-02,-1.1316715094051077,32325,32344.53,338446
2024-10-04,0.9126063418406716,32620,32650.83,224972
2024-10-07,2.9123237277743685,33570,33620.79,310273
2024-10-08,-1.9511468573130797,32915,32908.23,271052
2024-10-10,0.13671578307763443,32960,33020.58,254227
2024-10-11,0.7433252427184511,33205,33206.13,333193
2024-10-14,1.806956783616931,33805,33808.44,336546
2024-10-15,0.8134891288271051,34080,34078.35,405201
2024-10-16,-2.743544600938963,33145,33147.39,345418
2024-10-17,1.7348016292050072,33720,33774.66,309277
2024-10-18,-3.9442467378410395,32390,32393.8,477039
2024-10-21,0.5557270762581057,32570,32570.81,837077
2024-10-22,-2.5483573840957896,31740,31802.57,271442
2024-10-23,3.6546943919344654,32900,32950.31,528562
2024-10-24,-1.7629179331307032,32320,32342.94,422502
2024-10-25,0.0,32320,32310.83,347371
2024-10-28,0.6497524752475226,32530,32521.47,245353
2024-10-29,-0.5379649554257626,32355,32448.87,228763
2024-10-30,0.015453562046041647,32360,32452.7,209009
2024-10-31,-0.06180469715698633,32340,32465.13,274848
2024-11-01,-1.0358688930117488,32005,31997.67,203683
2024-11-04,2.5464771129511066,32820,32897.88,275318
2024-11-05,-0.9445460085313884,32510,32501.42,178877
2024-11-06,-1.0765918179021838,32160,32207.03,329454
2024-11-07,-0.17101990049751548,32105,32128.86,316643
2024-11-08,0.2180345740538936,32175,32166.14,271208
2024-11-11,-4.6464646464646435,30680,30694.74,583741
2024-11-12,-3.8135593220338992,29510,29588.61,636197
2024-11-13,-2.6601152151812912,28725,28802.54,519506
2024-11-14,-2.4717145343777225,28015,28011.85,487648
2024-11-15,3.551668748884529,29010,29007.86,634385
2024-11-18,-1.413305756635641,28600,28621.72,482623
2024-11-19,-0.2272727272727315,28535,28525.58,264562
2024-11-20,-0.28035745575608617,28455,28448.07,335646
2024-11-21,0.10542962572481773,28485,28475.94,269555
2024-11-22,1.7026505178163953,28970,28963.74,407079
2024-11-25,1.6741456679323363,29455,29511.93,400330
2024-11-26,-0.23765065353930082,29385,29468.13,534467
2024-11-27,-3.726391015824404,28290,28266.81,610628
2024-11-28,-1.6083421703782297,27835,27878.88,506288
2024-11-29,-1.8142626190048472,27330,27323.36,472397
2024-12-02,-1.7014270032930878,26865,26856.87,511893
2024-12-03,2.1775544388609624,27450,27525.22,481154
2024-12-04,-0.38251366120218844,27345,27410.47,627594
2024-12-05,2.6330224904004496,28065,28128.83,601794
2024-12-06,-1.7993942633173,27560,27553.03,868641
2024-12-09,-3.1386066763425258,26695,26758.07,682073
2024-12-10,1.6857089342573461,27145,27200.98,444711
2024-12-11,2.652422177196545,27865,27882.38,739057
2024-12-12,3.176027274358506,28750,28720.83,585917
2024-12-13,0.156521739130433,28795,28857.76,336027
2024-12-16,0.9550269143948631,29070,29078.4,342312
2024-12-17,1.7027863777089758,29565,29646.3,696049
2024-12-18,0.9978014544224534,29860,29889.45,520244
2024-12-19,-3.131279303415946,28925,28915.4,389304
2024-12-20,-2.696629213483148,28145,28128.34,390074
2024-12-23,2.7891277313910168,28930,28962.9,379901
2024-12-24,0.05184929139301353,28945,29028.73,309066
2024-12-26,-1.0882708585247869,28630,28622.99,308552
2024-12-27,1.0303877052043386,28925,28918.55,561451
2024-12-30,0.034572169403634945,28935,28921.61,242542
2025-01-02,0.6048038707447745,29110,29161.43,396535
2025-01-03,4.774991411885954,30500,30575.01,957144
2025-01-06,5.245901639344264,32100,32195.02,1315776
2025-01-07,-1.199376947040498,31715,31711.22,922269
2025-01-08,3.5314519943244527,32835,32907.87,1057786
2025-01-09,0.5481955230699054,33015,33089.72,1304398
2025-01-10,-0.5906406179009505,32820,32818.28,868066
2025-01-13,-3.1840341255332083,31775,31774.23,590421
2025-01-14,0.472069236821393,31925,31924.61,536241
2025-01-15,0.3915426781519127,32050,32116.17,600578
2025-01-16,2.2152886115444526,32760,32833.27,652658
2025-01-17,2.335164835164827,33525,33557.51,713251
2025-01-20,-0.4921700223713632,33360,33437.19,512480
2025-01-21,2.053357314148685,34045,34099.25,747393
2025-01-22,2.8785431047143595,35025,35056.41,1055128
2025-01-23,-2.1413276231263434,34275,34259.79,812429
2025-01-24,0.3792851932895802,34405,34438.01,873472
2025-01-31,-5.551518674611245,32495,32500.01,1194377
2025-02-03,-5.1084782274195994,30835,30917.18,1390160
2025-02-04,1.0215664018161208,31150,31219.15,597262
2025-02-05,2.2150882825040075,31840,31929.12,552659
2025-02-06,2.983668341708534,32790,32874.66,682412
2025-02-07,1.4638609332113361,33270,33369.16,739947
2025-02-10,1.3826269912834421,33730,33782.87,762194
2025-02-11,0.07411799584939871,33755,33813.64,717742
2025-02-12,-0.39994074951859027,33620,33617.84,440530
2025-02-13,1.6359309934562694,34170,34236.08,588073
2025-02-14,0.9803921568627416,34505,34601.1,548688
2025-02-17,0.9998550934647188,34850,34931.62,525823
2025-02-18,0.4160688665710177,34995,35054.46,584484
2025-02-19,3.457636805257902,36205,36255.75,1090168
2025-02-20,-2.0439165861068864,35465,35538.97,632492
2025-02-21,-0.2114761032003365,35390,35391.07,585634
2025-02-24,-2.204012432890645,34610,34659.79,982117
2025-02-25,-0.9245882692863305,34290,34237.77,538253
2025-02-26,-0.20414114902304048,34220,34179.92,564798
2025-02-27,-1.7241379310344862,33630,33666.6,863161
2025-02-28,-4.23728813559322,32205,32164.76,986481
2025-03-04,-1.1954665424623534,31820,31775.27,839721
2025-03-05,0.9899434318038969,32135,32192.93,531524
2025-03-06,-2.3339038431616665,31385,31429.47,868623
2025-03-07,0.43014178747808884,31520,31585.59,483252
2025-03-10,-0.34898477157360164,31410,31356.41,491481
2025-03-11,-0.5093919134033786,31250,31196.84,734052
2025-03-12,4.4319999999999915,32635,32662.38,768730
2025-03-13,-0.9499004136663047,32325,32423.22,599557
2025-03-14,2.4903325599381354,33130,33080.28,959489
2025-03-17,2.0374283127075232,33805,33853.68,955269
2025-03-18,-0.7691169945274412,33545,33550.94,746799
2025-03-19,1.1477120286182751,33930,33945.35,821020
2025-03-20,1.5473032714411916,34455,34413.83,780373
2025-03-21,1.5237265999129335,34980,35007.64,1010418
2025-03-24,-1.2149799885648904,34555,34491.25,592362
2025-03-25,-2.922876573578348,33545,33549.83,837185
2025-03-26,1.4458190490385991,34030,34164.2,580210
2025-03-27,-1.9835439318248604,33355,33356.76,464021
2025-03-28,-3.028031779343432,32345,32320.16,631416
2025-03-31,-4.467460194775086,30900,30842.65,1118221
2025-04-01,2.265372168284796,31600,31634.26,1042221
2025-04-02,-0.44303797468354666,31460,31441.68,464609
2025-04-03,-1.811824539097262,30890,30986.88,952995
2025-04-04,-3.528650048559401,29800,29792.17,1279262
2025-04-07,-7.365771812080535,27605,27559.12,1088941
